date,confrontation_index,positive_count,negative_count,positive_influence,negative_influence
2021-06-11,2.5029096324477204e-05,0.0,2.0,0.0,2.0
2021-06-12,2.5029096324477204e-05,0.0,2.0,0.0,2.0
2021-06-13,2.5029096324477204e-05,0.0,2.0,0.0,2.0
2021-06-14,6.257274081119301e-05,0.0,5.0,0.0,5.0
2021-06-15,2.5029096324477204e-05,0.0,2.0,0.0,2.0
2021-06-16,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-06-18,2.5029096324477204e-05,0.0,2.0,0.0,2.0
2021-06-19,2.5029096324477204e-05,0.0,2.0,0.0,2.0
2021-06-21,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-06-22,3.754364448671581e-05,0.0,3.0,0.0,3.0
2021-06-23,3.754364448671581e-05,0.0,3.0,0.0,3.0
2021-06-24,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-06-25,7.508728897343162e-05,0.0,6.0,0.0,6.0
2021-06-26,3.754364448671581e-05,0.0,3.0,0.0,3.0
2021-06-27,0.00011263093346014742,0.0,9.0,0.0,9.0
2021-06-28,5.005819264895441e-05,0.0,4.0,0.0,4.0
2021-06-29,6.257274081119301e-05,0.0,5.0,0.0,5.0
2021-06-30,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-07-01,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-07-02,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-07-04,2.5029096324477204e-05,0.0,2.0,0.0,2.0
2021-07-05,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-07-06,5.005819264895441e-05,0.0,4.0,0.0,4.0
2021-07-07,2.5029096324477204e-05,0.0,2.0,0.0,2.0
2021-07-08,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-07-12,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-07-13,3.754364448671581e-05,0.0,3.0,0.0,3.0
2021-07-14,2.5029096324477204e-05,0.0,2.0,0.0,2.0
2021-07-15,3.754364448671581e-05,0.0,3.0,0.0,3.0
2021-07-18,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-07-19,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-07-20,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-07-23,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-07-24,2.5029096324477204e-05,0.0,2.0,0.0,2.0
2021-07-25,3.754364448671581e-05,0.0,3.0,0.0,3.0
2021-07-26,2.5029096324477204e-05,0.0,2.0,0.0,2.0
2021-07-27,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-07-28,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-07-29,2.5029096324477204e-05,0.0,2.0,0.0,2.0
2021-08-02,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-08-03,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-08-04,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-08-06,3.754364448671581e-05,0.0,3.0,0.0,3.0
2021-08-07,3.754364448671581e-05,0.0,3.0,0.0,3.0
2021-08-09,2.5029096324477204e-05,0.0,2.0,0.0,2.0
2021-08-10,2.5029096324477204e-05,0.0,2.0,0.0,2.0
2021-08-11,2.5029096324477204e-05,0.0,2.0,0.0,2.0
2021-08-12,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-08-13,2.5029096324477204e-05,0.0,2.0,0.0,2.0
2021-08-14,2.5029096324477204e-05,0.0,2.0,0.0,2.0
2021-08-15,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-08-16,2.5029096324477204e-05,0.0,2.0,0.0,2.0
2021-08-17,7.508728897343162e-05,0.0,6.0,0.0,6.0
2021-08-20,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-08-21,5.005819264895441e-05,0.0,4.0,0.0,4.0
2021-08-22,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-08-23,3.754364448671581e-05,0.0,3.0,0.0,3.0
2021-08-24,2.5029096324477204e-05,0.0,2.0,0.0,2.0
2021-08-25,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-08-26,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-08-28,5.005819264895441e-05,0.0,4.0,0.0,4.0
2021-08-29,2.5029096324477204e-05,0.0,2.0,0.0,2.0
2021-08-30,5.005819264895441e-05,0.0,4.0,0.0,4.0
2021-08-31,3.754364448671581e-05,0.0,3.0,0.0,3.0
2021-09-01,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-09-03,5.005819264895441e-05,0.0,4.0,0.0,4.0
2021-09-05,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-09-06,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-09-07,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-09-08,5.005819264895441e-05,0.0,4.0,0.0,4.0
2021-09-09,3.754364448671581e-05,0.0,3.0,0.0,3.0
2021-09-10,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-09-11,3.754364448671581e-05,0.0,3.0,0.0,3.0
2021-09-12,5.005819264895441e-05,0.0,4.0,0.0,4.0
2021-09-15,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-09-16,3.754364448671581e-05,0.0,3.0,0.0,3.0
2021-09-17,7.508728897343162e-05,0.0,6.0,0.0,6.0
2021-09-18,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-09-19,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-09-20,3.754364448671581e-05,0.0,3.0,0.0,3.0
2021-09-21,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-09-23,2.5029096324477204e-05,0.0,2.0,0.0,2.0
2021-09-24,3.754364448671581e-05,0.0,3.0,0.0,3.0
2021-09-25,2.5029096324477204e-05,0.0,2.0,0.0,2.0
2021-09-27,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-09-28,3.754364448671581e-05,0.0,3.0,0.0,3.0
2021-09-29,3.754364448671581e-05,0.0,3.0,0.0,3.0
2021-10-01,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-10-02,6.257274081119301e-05,0.0,5.0,0.0,5.0
2021-10-04,5.005819264895441e-05,0.0,4.0,0.0,4.0
2021-10-05,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-10-07,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-10-08,3.754364448671581e-05,0.0,3.0,0.0,3.0
2021-10-09,7.508728897343162e-05,0.0,6.0,0.0,6.0
2021-10-10,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-10-11,2.5029096324477204e-05,0.0,2.0,0.0,2.0
2021-10-12,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-10-13,3.754364448671581e-05,0.0,3.0,0.0,3.0
2021-10-14,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-10-15,6.257274081119301e-05,0.0,5.0,0.0,5.0
2021-10-16,3.754364448671581e-05,0.0,3.0,0.0,3.0
2021-10-18,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-10-19,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-10-21,3.754364448671581e-05,0.0,3.0,0.0,3.0
2021-10-22,6.257274081119301e-05,0.0,5.0,0.0,5.0
2021-10-23,7.508728897343162e-05,0.0,6.0,0.0,6.0
2021-10-24,2.5029096324477204e-05,0.0,2.0,0.0,2.0
2021-10-25,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-10-26,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-10-27,7.508728897343162e-05,0.0,6.0,0.0,6.0
2021-10-28,6.257274081119301e-05,0.0,5.0,0.0,5.0
2021-10-30,1.2514548162238602e-05,0.0,1.0,0.0,1.0
2021-10-31,5.005819264895441e-05,0.0,4.0,0.0,4.0
2021-11-01,2.5029096324477204e-05,0.0,2.0,0.0,2.0
2021-11-02,3.754364448671581e-05,0.0,3.0,0.0,3.0
2021-11-03,8.760183713567022e-05,0.0,7.0,0.0,7.0
2021-11-04,2.5029096324477204e-05,0.0,2.0,0.0,2.0
2021-11-05,2.5029096324477204e-05,0.0,2.0,0.0,2.0
2021-11-06,2.5029096324477204e-05,0.0,2.0,0.0,2.0
2021-11-07,3.754364448671581e-05,0.0,3.0,0.0,3.0
2021-11-09,7.508728897343162e-05,0.0,6.0,0.0,6.0
2021-11-10,2.5029096324477204e-05,0.0,2.0,0.0,2.0
2021-11-11,6.257274081119301e-05,0.0,5.0,0.0,5.0
2021-11-12,7.508728897343162e-05,0.0,6.0,0.0,6.0
2021-11-13,2.5029096324477204e-05,0.0,2.0,0.0,2.0
2021-11-14,6.257274081119301e-05,0.0,5.0,0.0,5.0
2021-11-15,3.754364448671581e-05,0.0,3.0,0.0,3.0
2021-11-16,6.257274081119301e-05,0.0,5.0,0.0,5.0
2021-11-17,3.754364448671581e-05,0.0,3.0,0.0,3.0
2021-11-18,5.005819264895441e-05,0.0,4.0,0.0,4.0
2021-11-19,3.754364448671581e-05,0.0,3.0,0.0,3.0
2021-11-20,0.00012514548162238602,0.0,10.0,0.0,10.0
2021-11-21,3.754364448671581e-05,0.0,3.0,0.0,3.0
2021-11-22,6.257274081119301e-05,0.0,5.0,0.0,5.0
2021-11-23,0.00011263093346014742,0.0,9.0,0.0,9.0
2021-11-24,0.00018771822243357904,0.0,15.0,0.0,15.0
2021-11-25,5.005819264895441e-05,0.0,4.0,0.0,4.0
2021-11-26,5.005819264895441e-05,0.0,4.0,0.0,4.0
2021-11-27,5.005819264895441e-05,0.0,4.0,0.0,4.0
2021-11-28,7.508728897343162e-05,0.0,6.0,0.0,6.0
2021-11-29,8.760183713567022e-05,0.0,7.0,0.0,7.0
2021-11-30,5.005819264895441e-05,0.0,4.0,0.0,4.0
2021-12-01,0.00028783460773148785,0.0,23.0,0.0,23.0
2021-12-02,0.00016268912610910183,0.0,13.0,0.0,13.0
2021-12-03,5.005819264895441e-05,0.0,4.0,0.0,4.0
2021-12-04,5.005819264895441e-05,0.0,4.0,0.0,4.0
2021-12-05,0.00013766002978462462,0.0,11.0,0.0,11.0
2021-12-06,0.00012514548162238602,0.0,10.0,0.0,10.0
2021-12-07,0.00015017457794686323,0.0,12.0,0.0,12.0
2021-12-08,0.00016268912610910183,0.0,13.0,0.0,13.0
2021-12-09,0.00011263093346014742,0.0,9.0,0.0,9.0
2021-12-10,0.00015017457794686323,0.0,12.0,0.0,12.0
2021-12-11,0.00010011638529790881,0.0,8.0,0.0,8.0
2021-12-12,7.508728897343162e-05,0.0,6.0,0.0,6.0
2021-12-13,0.00020023277059581763,0.0,16.0,0.0,16.0
2021-12-14,3.754364448671581e-05,0.0,3.0,0.0,3.0
2021-12-15,7.508728897343162e-05,0.0,6.0,0.0,6.0
2021-12-16,0.00017520367427134045,0.0,14.0,0.0,14.0
2021-12-17,0.00010011638529790881,0.0,8.0,0.0,8.0
2021-12-18,7.508728897343162e-05,0.0,6.0,0.0,6.0
2021-12-19,0.00011263093346014742,0.0,9.0,0.0,9.0
2021-12-20,0.00015017457794686323,0.0,12.0,0.0,12.0
2021-12-21,0.00015017457794686323,0.0,12.0,0.0,12.0
2021-12-22,0.00023777641508253346,0.0,19.0,0.0,19.0
2021-12-23,0.00020023277059581763,0.0,16.0,0.0,16.0
2021-12-24,0.00010011638529790881,0.0,8.0,0.0,8.0
2021-12-25,0.00013766002978462462,0.0,11.0,0.0,11.0
2021-12-26,5.005819264895441e-05,0.0,4.0,0.0,4.0
2021-12-27,0.00026280551140701067,0.0,21.0,0.0,21.0
2021-12-28,0.00017520367427134045,0.0,14.0,0.0,14.0
2021-12-29,0.00021274731875805625,0.0,17.0,0.0,17.0
2021-12-30,0.00016268912610910183,0.0,13.0,0.0,13.0
2021-12-31,0.00017520367427134045,0.0,14.0,0.0,14.0
2022-01-01,0.00012514548162238602,0.0,10.0,0.0,10.0
2022-01-02,0.00013766002978462462,0.0,11.0,0.0,11.0
2022-01-03,0.00011263093346014742,0.0,9.0,0.0,9.0
2022-01-04,0.00027532005956924923,0.0,22.0,0.0,22.0
2022-01-05,0.00030034915589372647,0.0,24.0,0.0,24.0
2022-01-06,0.00023777641508253346,0.0,19.0,0.0,19.0
2022-01-07,0.00033789280038044227,0.0,27.0,0.0,27.0
2022-01-08,0.00023777641508253346,0.0,19.0,0.0,19.0
2022-01-09,0.00016268912610910183,0.0,13.0,0.0,13.0
2022-01-10,0.00023777641508253346,0.0,19.0,0.0,19.0
2022-01-11,0.00031286370405596503,0.0,25.0,0.0,25.0
2022-01-12,0.00027532005956924923,0.0,22.0,0.0,22.0
2022-01-13,0.00036292189670491945,0.0,29.0,0.0,29.0
2022-01-14,0.0004630382820028283,0.0,37.0,0.0,37.0
2022-01-15,0.0005756692154629757,0.0,46.0,0.0,46.0
2022-01-16,0.00028783460773148785,0.0,23.0,0.0,23.0
2022-01-17,0.0004129800893538739,0.0,33.0,0.0,33.0
2022-01-18,0.0007383583415720775,0.0,59.0,0.0,59.0
2022-01-19,0.0005256110228140213,0.0,42.0,0.0,42.0
2022-01-20,0.0004129800893538739,0.0,33.0,0.0,33.0
2022-01-21,0.0009636202084923723,0.0,77.0,0.0,77.0
2022-01-22,0.0009886493048168496,0.0,79.0,0.0,79.0
2022-01-23,0.0009636202084923723,0.0,77.0,0.0,77.0
2022-01-24,0.0020899295430938467,0.0,167.0,0.0,167.0
2022-01-25,0.003779393544996058,0.0,302.0,0.0,302.0
2022-01-26,0.00430500456781008,0.0,344.0,0.0,344.0
2022-01-27,0.0038419662858072507,0.0,307.0,0.0,307.0
2022-01-28,0.0033789280038044227,0.0,270.0,0.0,270.0
2022-01-29,0.003679277159698149,0.0,294.0,0.0,294.0
2022-01-30,0.0037668789968338195,0.0,301.0,0.0,301.0
2022-01-31,0.0019272404169847447,0.0,154.0,0.0,154.0
2022-02-01,0.0022401041210407097,0.0,179.0,0.0,179.0
2022-02-02,0.0020023277059581764,0.0,160.0,0.0,160.0
2022-02-03,0.0010261929493035654,0.0,82.0,0.0,82.0
2022-02-04,0.00028783460773148785,0.0,23.0,0.0,23.0
2022-02-05,0.00027532005956924923,0.0,22.0,0.0,22.0
2022-02-06,0.00020023277059581763,0.0,16.0,0.0,16.0
2022-02-07,0.00025029096324477205,0.0,20.0,0.0,20.0
2022-02-08,0.00025029096324477205,0.0,20.0,0.0,20.0
2022-02-09,0.00033789280038044227,0.0,27.0,0.0,27.0
2022-02-10,0.00017520367427134045,0.0,14.0,0.0,14.0
2022-02-11,0.00027532005956924923,0.0,22.0,0.0,22.0
2022-02-12,0.0003754364448671581,0.0,30.0,0.0,30.0
2022-02-13,0.0005756692154629757,0.0,46.0,0.0,46.0
2022-02-14,0.0004630382820028283,0.0,37.0,0.0,37.0
2022-02-15,0.0008134456305455091,0.0,65.0,0.0,65.0
2022-02-16,0.0011137947864392355,0.0,89.0,0.0,89.0
2022-02-17,0.0015017457794686323,0.0,120.0,0.0,120.0
2022-02-18,0.001827124031686836,0.0,146.0,0.0,146.0
2022-02-19,0.0013140275570350532,0.0,105.0,0.0,105.0
2022-02-20,0.0009260765640056566,0.0,74.0,0.0,74.0
2022-02-21,0.0013265421051972918,0.0,106.0,0.0,106.0
2022-02-22,0.0043800918567835105,0.0,350.0,0.0,350.0
2022-02-23,0.004442664597594704,0.0,355.0,0.0,355.0
2022-02-24,0.027469433216113733,0.0,2195.0,0.0,2195.0
2022-02-25,0.07645137472311563,0.0,6109.0,0.0,6109.0
2022-02-26,0.13947463926814924,0.0,11145.0,0.0,11145.0
2022-02-27,0.1381981553556009,0.0,11043.0,0.0,11043.0
2022-02-28,0.13058931007295982,0.0,10435.0,0.0,10435.0
2022-03-01,0.10387074974658039,0.0,8300.0,0.0,8300.0
2022-03-02,0.14434279850326004,1.0,11535.0,1.0,11535.0
2022-03-03,0.1077002014842254,0.0,8606.0,0.0,8606.0
2022-03-04,0.05157245297658528,0.0,4121.0,0.0,4121.0
2022-03-05,0.001952269513309222,0.0,156.0,0.0,156.0
